Algorithm,Accuracy,Average Iteration Time
KTree,0.8472222222222222,2.17897265625
KStarTree,0.8425925925925926,2.0966025390625
kNN,0.8379629629629629,0.006181951999664307
AD-kNN,0.8379629629629629,0.29734844631618923
S-kNN,0.8657407407407407,2.134888916015625
GS-kNN,0.8564814814814815,110.684541015625
FASBIR,0.7037037037037037,90.074484375
LC-kNN,0.8657407407407407,95.56755461516204
