Algorithm,Accuracy,Average Iteration Time
KTree,0.9518518518518518,1.5530831705729167
KStarTree,0.9672839506172839,1.4331739908854166
kNN,0.9629629629629629,2.3340640597873263
AD-kNN,0.9259259259259259,2.3041167082609952
S-kNN,0.9734567901234568,1.2732710774739584
GS-kNN,0.9314814814814816,92.263876953125
FASBIR,0.9938271604938271,76.9167724609375
LC-kNN,0.9938271604938271,96.93158637152777
