Algorithm,Accuracy,Average Iteration Time
KTree,0.9148362235067438,2.88055078125
KStarTree,0.91868978805395,2.792871337890625
kNN,0.8670520231213873,0.3901435690348778
AD-kNN,0.9132947976878613,0.2555805419451469
S-kNN,0.91868978805395,2.814313720703125
GS-kNN,0.9167630057803469,257.25533203125
FASBIR,0.976878612716763,92.735732421875
LC-kNN,0.9113680154142582,95.40212548169556
