Algorithm,Accuracy,Average Iteration Time
KTree,0.5588235294117647,1.5137744140625
KStarTree,0.5220588235294118,1.2804976806640624
kNN,0.5808823529411765,1.740385840920841
AD-kNN,0.5808823529411765,2.574017244226792
S-kNN,0.5367647058823529,1.4551651611328125
GS-kNN,0.6470588235294118,244.68359375
FASBIR,0.5808823529411765,42.316494140625
LC-kNN,0.625,105.80809110753677
