Algorithm,Accuracy,Average Iteration Time
KTree,0.9619047619047619,1.875145721435547
KStarTree,0.9619047619047619,1.17604736328125
kNN,0.9714285714285714,0.44568870181129094
AD-kNN,0.9761904761904762,0.3171645028250558
S-kNN,0.9619047619047619,1.1888825225830078
GS-kNN,0.9571428571428572,232.8443359375
FASBIR,0.9523809523809523,21.30758056640625
LC-kNN,0.9714285714285714,105.37076822916667
