Algorithm,Accuracy,Average Iteration Time
KTree,0.7033492822966507,34.424127604166664
KStarTree,0.7081339712918661,34.494005208333334
kNN,0.6738437001594896,2.187161045591607
AD-kNN,0.6866028708133971,3.735115598833732
S-kNN,0.7009569377990431,34.5728828125
GS-kNN,0.645933014354067,1935.0121875
FASBIR,0.7304625199362041,141.40294189453124
LC-kNN,0.682615629984051,95.69548071172248
