Algorithm,Accuracy,Average Iteration Time
KTree,0.6842105263157895,1.6066529541015624
KStarTree,0.6842105263157895,1.5902952880859376
kNN,0.631578947368421,0.7292092473883378
AD-kNN,0.6842105263157895,0.4363949424342105
S-kNN,0.6842105263157895,1.591128662109375
GS-kNN,0.3157894736842105,3.023559875488281
FASBIR,0.39473684210526316,4.570344848632812
LC-kNN,0.6842105263157895,103.52761358963816
