Algorithm,Accuracy,Average Iteration Time
KTree,0.8741258741258742,1.3441909993489582
KStarTree,0.8531468531468531,1.2811563313802083
kNN,0.8321678321678322,0.48687978891225964
AD-kNN,0.6433566433566433,0.34192292006699354
S-kNN,0.8811188811188811,1.27526611328125
GS-kNN,0.5524475524475524,197.44056640625
FASBIR,0.5174825174825175,24.55670166015625
LC-kNN,0.8741258741258742,45.59794990166084
