Algorithm,Accuracy,Average Iteration Time
KTree,0.5230769230769231,11.64731015625
KStarTree,0.5294871794871795,11.88071953125
kNN,0.5346153846153846,4.4808468549679485
AD-kNN,0.5423076923076923,4.490199318910256
S-kNN,0.541025641025641,11.74717109375
GS-kNN,0.5628205128205128,30.9461474609375
FASBIR,0.5576923076923077,84.44701171875
LC-kNN,0.5615384615384615,105.62398838141026
