Algorithm,Accuracy,Average Iteration Time
KTree,0.7633333333333333,1.4774037109375
KStarTree,0.7466666666666667,1.3655357421875
kNN,0.6966666666666667,2.8767828369140624
AD-kNN,0.7333333333333333,2.9133894856770834
S-kNN,0.7533333333333333,1.2669388671875
GS-kNN,0.7333333333333333,488.0587109375
FASBIR,0.7533333333333333,27.27040283203125
LC-kNN,0.73,109.7616796875
