Algorithm,Accuracy,Average Iteration Time
KTree,0.9723809523809523,1714.13984375
KStarTree,0.9723809523809523,1332.44462890625
kNN,0.939047619047619,2.979061337425595
AD-kNN,0.9447619047619048,0.2791891624813988
S-kNN,0.9723809523809523,643.810400390625
GS-kNN,0.9442857142857143,301.3543359375
FASBIR,0.9795238095238096,271.1501953125
LC-kNN,0.9547619047619048,94.53715773809523
