Algorithm,Accuracy,Average Iteration Time
KTree,0.7422222222222222,1.8141598510742187
KStarTree,0.7422222222222222,1.114579315185547
kNN,0.7377777777777778,0.4645576646592882
AD-kNN,0.7422222222222222,0.29711829291449654
S-kNN,0.7422222222222222,1.1327565002441407
GS-kNN,0.6355555555555555,93.746064453125
FASBIR,0.7911111111111111,20.71484375
LC-kNN,0.7244444444444444,89.18653645833334
