Algorithm,Accuracy,Average Iteration Time
KTree,0.8461538461538461,1.9629510498046876
KStarTree,0.9230769230769231,1.6704384358723958
kNN,0.7692307692307693,1.4796011998103216
AD-kNN,0.7692307692307693,0.6876676999605619
S-kNN,0.9230769230769231,1.592762247721354
GS-kNN,0.8461538461538461,64.924853515625
FASBIR,0.9230769230769231,8.278041381835937
LC-kNN,0.8461538461538461,58.0136953500601
