Algorithm,Accuracy,Average Iteration Time
KTree,0.5445544554455446,1.3831622721354166
KStarTree,0.5363036303630363,1.238696044921875
kNN,0.5214521452145214,0.07828642272949218
AD-kNN,0.4867986798679868,3.2416126012015263
S-kNN,0.5445544554455446,1.4871492513020834
GS-kNN,0.5132013201320133,31.61753173828125
FASBIR,0.4867986798679868,57.6310546875
LC-kNN,0.5726072607260726,51.2938035014439
