Algorithm,Accuracy,Average Iteration Time
KTree,0.5648148148148148,1.4974933268229167
KStarTree,0.6203703703703703,1.2187289225260416
kNN,0.5833333333333334,0.012500736236572265
AD-kNN,0.5833333333333334,2.6215362548828125
S-kNN,0.5462962962962963,1.25924267578125
GS-kNN,0.046296296296296294,438.660546875
FASBIR,0.25925925925925924,17.8300341796875
LC-kNN,0.7129629629629629,45.100283022280095
