Algorithm,Accuracy,Average Iteration Time
KTree,0.8723404255319149,6.3699404296875
KStarTree,0.8829787234042553,5.7773671875
kNN,0.7872340425531915,1.0149245566510139
AD-kNN,0.824468085106383,0.6038563505132147
S-kNN,0.8829787234042553,5.694994140625
GS-kNN,0.7606382978723404,51.9597314453125
FASBIR,0.9361702127659575,67.68919067382812
LC-kNN,0.8617021276595744,459.70885970744683
